origin_topic_q5,origin_topic_q4,origin_topic_q1,origin_topic_q3,origin_topic_q2,intruder_task_index_q5,word2_q4,word1_q4,word2_q2,word1_q2,word1_q1,word2_q1,intruder_topic_q2,intruder_topic_q3,intruder_topic_q1,word3_q3,intruder_topic_q4,intruder_topic_q5,word0_q4,word4_q3,word0_q5,word3_q5,word4_q5,intruder_source_index_q2,intruder_source_index_q3,intruder_source_index_q1,intruder_source_index_q4,intruder_source_index_q5,word5_q3,word5_q2,word5_q1,word0_q1,word0_q2,word0_q3,word2_q5,word5_q5,intruder_task_index_q4,word1_q3,word5_q4,intruder_task_index_q1,intruder_task_index_q2,intruder_task_index_q3,intruder_token_q4,intruder_token_q5,intruder_token_q1,intruder_token_q2,intruder_token_q3,word2_q3,word1_q5,word3_q1,word4_q1,word4_q2,word3_q2,word4_q4,word3_q4
15,13,28,21,14,0,voter,liberal,taliban,guns,fiscal,compromise,20,18,27,terrorist,18,22,palin,immigration,married,authority,agencies,0,9,11,15,19,border,pakistan,ceiling,ryan,korea,shuttle,commission,supreme,4,fbi,voting,4,1,0,endorsed,married,skies,guns,shuttle,qaeda,testimony,boehner,skies,nuclear,libya,endorsed,sarah
10,22,14,27,6,1,religious,michele,guest,caller,pakistan,korea,7,8,9,olympics,25,12,marriage,santa,tornado,flooding,island,12,3,5,17,15,ktvu,climate,chicken,libya,plavix,fog,flood,hurricane,1,jose,supreme,5,0,3,michele,putin,chicken,plavix,olympics,oakland,putin,nuclear,taliban,chinese,teachers,religion,gay
20,26,10,27,26,5,fed,stocks,trading,investors,island,planes,27,18,0,santa,4,24,extraordinary,oakland,mental,pope,guns,19,16,13,19,5,theft,earnings,tornado,flood,stocks,ktvu,veterans,gerri,0,fog,trading,2,3,5,extraordinary,gerri,planes,cloudy,theft,jose,background,flooding,hurricane,fed,cloudy,earnings,investors
13,6,17,15,20,4,teachers,chinese,mortgage,guns,baseball,giants,15,4,27,century,7,8,tdd,authority,sarah,liberal,coach,17,13,10,5,5,agencies,pope,score,league,background,supreme,voting,palin,0,commission,caller,4,2,3,tdd,coach,sunny,mortgage,century,testimony,voter,nbc,sunny,veterans,mental,guest,climate
12,28,3,12,8,0,compromise,ceiling,character,tiger,kitchen,color,4,26,23,syria,10,15,fiscal,egypt,appropriate,regime,russia,4,8,19,12,12,shares,olympics,gonna,que,olympic,israel,israel,syria,5,russia,beach,3,2,5,beach,appropriate,motion,character,shares,regime,egypt,motion,las,nfl,bowl,ryan,boehner
15,4,20,6,16,1,anderson,tavis,christmas,holiday,background,guns,1,18,14,climate,5,21,kennedy,caller,commission,authority,testimony,7,4,18,3,4,guest,flu,veterans,pope,shopping,teachers,agencies,supreme,2,chinese,character,3,4,2,anderson,terrorist,operations,skies,jenna,jenna,terrorist,operations,mental,skies,thanksgiving,film,lincoln
8,2,3,7,24,3,bin,zimmerman,obamacare,neil,gonna,color,10,20,20,copd,21,7,jury,gulf,olympics,breathe,olympic,4,12,18,13,14,cbs,island,que,kitchen,healthcare,advair,nfl,bowl,3,wounded,martin,3,5,1,terrorists,breathe,connecticut,island,wounded,spill,tiger,connecticut,las,lou,irs,laden,terrorists
23,14,4,9,14,1,nuclear,libya,pakistan,nuclear,kennedy,lincoln,23,13,17,nbc,7,5,gulf,calories,celebrex,arthritis,cialis,17,19,12,0,16,wedding,korea,film,tavis,humira,delicious,bleeding,chantix,0,fiber,taliban,4,0,2,gulf,auto,thunderstorms,humira,wing,wing,auto,character,thunderstorms,libya,taliban,pakistan,korea
4,12,25,14,5,0,israel,shopping,enbrel,stomach,nuclear,rick,23,23,14,motion,16,2,syria,libya,anthony,lincoln,tavis,5,19,0,4,7,nuclear,wolf,gingrich,newt,cymbalta,pakistan,kennedy,character,1,korea,egypt,1,1,3,shopping,anthony,nuclear,stomach,motion,taliban,film,santorum,iowa,cnn,anderson,russia,regime
14,28,10,6,12,3,compromise,boehner,regime,egypt,island,tornado,19,4,12,guest,2,21,martin,climate,nuclear,border,taliban,10,5,6,2,1,art,syria,opposition,hurricane,israel,teachers,korea,pakistan,0,chinese,ceiling,5,3,5,martin,border,opposition,whe,art,caller,libya,flood,flooding,russia,whe,fiscal,ryan
6,27,2,22,8,0,oakland,christians,nfl,olympics,zimmerman,jury,13,5,4,religious,22,7,ktvu,religion,plavix,caller,teachers,6,0,7,16,12,supreme,msnbc,laden,movies,bowl,marriage,guest,climate,1,gay,jose,0,5,2,christians,plavix,movies,msnbc,cnn,cnn,chinese,bin,martin,olympic,tiger,santa,fog
5,27,2,21,8,4,jose,fog,bowl,tiger,zimmerman,laden,2,25,13,ads,1,2,thunderstorms,qaeda,wolf,anderson,witness,9,15,3,11,17,border,olympic,liberal,martin,nfl,terrorist,cnn,enbrel,0,immigration,santa,5,3,3,thunderstorms,witness,liberal,casey,ads,fbi,cymbalta,bin,jury,olympics,casey,oakland,ktvu
13,12,21,17,1,2,regime,russia,baltimore,metro,immigration,qaeda,10,12,29,giants,14,29,egypt,nbc,palin,voting,sarah,1,15,3,4,5,league,flooding,sandusky,terrorist,cloudy,putin,drugs,voter,4,baseball,syria,5,5,0,taliban,drugs,sandusky,flooding,putin,score,liberal,border,fbi,beltway,avenue,taliban,israel
14,28,22,24,1,4,wee,fiscal,cloudy,beltway,skies,religion,3,22,1,lou,19,24,compromise,healthcare,pakistan,taliban,taxpayers,16,12,7,19,12,obamacare,baltimore,gay,marriage,avenue,gwen,korea,libya,2,neil,boehner,1,4,0,wee,taxpayers,skies,swiffer,gwen,irs,nuclear,religious,supreme,swiffer,metro,ceiling,ryan
16,28,24,2,4,1,ceiling,ryan,kennedy,wjz,neil,irs,1,29,10,laden,29,11,fiscal,jury,holiday,christmas,flu,12,16,5,4,14,bin,tavis,lou,healthcare,character,jerry,thanksgiving,shopping,5,zimmerman,allegations,4,1,0,allegations,bipartisan,sandy,wjz,jerry,martin,bipartisan,obamacare,sandy,film,lincoln,boehner,compromise
26,3,18,21,11,3,gonna,kitchen,chair,amendment,supplement,aarp,1,23,28,stroke,21,8,color,qaeda,fed,tournament,stocks,11,15,3,14,15,fbi,gentleman,jon,ryan,thunderstorms,terrorist,earnings,investors,4,border,las,0,0,3,yemen,tournament,ryan,thunderstorms,stroke,immigration,trading,jenna,martha,yield,tempore,yemen,que
20,19,13,1,26,1,tha,thi,earnings,trading,liberal,voting,18,11,0,avenue,21,28,terrorism,chair,guns,mental,veterans,19,4,13,8,3,cloudy,fed,sarah,palin,stocks,metro,background,pope,0,beltway,melissa,4,4,4,terrorism,ryan,planes,bret,chair,baltimore,ryan,voter,planes,bret,investors,thh,tte
20,21,6,21,22,1,terrorist,qaeda,inflation,marriage,teachers,tragedy,26,22,20,pbs,10,5,roads,fbi,mental,background,veterans,16,8,7,13,8,border,supreme,guest,caller,religious,qaeda,guns,pope,0,terrorist,immigration,2,2,3,roads,carol,tragedy,inflation,pbs,immigration,carol,climate,chinese,gay,religion,fbi,border
29,27,24,1,18,5,santa,jose,jenna,martha,irs,neil,17,28,8,beltway,13,1,ktvu,metro,allegations,sexual,jackson,3,12,12,15,14,reid,supplement,healthcare,lou,giants,cloudy,abuse,fios,3,baltimore,fog,3,0,5,christie,fios,basketball,giants,reid,avenue,sandusky,basketball,obamacare,aarp,jon,oakland,christie
17,5,20,29,7,2,cnn,wolf,cbs,gregg,background,arthritis,18,1,23,prince,27,26,cymbalta,sandusky,giants,league,baseball,10,13,3,17,5,allegations,spill,mental,veterans,gulf,abuse,apple,score,4,jackson,anderson,2,1,3,livermore,apple,arthritis,gregg,prince,sexual,nbc,guns,pope,advair,copd,livermore,enbrel
16,16,6,3,17,5,una,flu,british,nbc,chinese,endorsed,4,17,18,sox,3,10,thanksgiving,las,christmas,flu,thanksgiving,14,17,15,8,7,que,baseball,teachers,guest,league,gonna,holiday,storms,2,kitchen,shopping,2,2,3,una,storms,endorsed,british,sox,color,shopping,climate,caller,score,giants,christmas,holiday
28,1,20,23,27,4,baltimore,ing,santa,reilly,reid,mental,13,28,28,bleeding,19,3,avenue,cialis,ceiling,compromise,bedroom,16,13,12,6,12,celebrex,oakland,pope,background,ktvu,chantix,fiscal,ryan,1,recession,cloudy,1,1,1,ing,bedroom,reid,reilly,recession,arthritis,boehner,guns,veterans,jose,fog,metro,beltway
18,3,29,25,29,4,que,gonna,jackson,european,sandusky,jackson,26,11,10,iowa,21,28,las,rick,aarp,jenna,wisconsin,15,7,3,17,9,presiding,abuse,sexual,allegations,sandusky,gingrich,jon,martha,4,santorum,color,3,1,5,immigrants,wisconsin,tornado,european,presiding,newt,supplement,tornado,abuse,sexual,allegations,immigrants,kitchen
11,4,15,10,25,4,minimum,film,santorum,newt,authority,supreme,8,8,19,tornado,24,19,lincoln,hurricane,chair,yield,tha,3,12,12,10,1,flooding,rick,agencies,commission,olympics,flood,gentleman,tempore,2,basketball,tavis,4,0,1,minimum,tha,ann,olympics,basketball,island,amendment,testimony,ann,iowa,gingrich,kennedy,character
8,7,2,29,29,3,lanes,spill,cheese,sandusky,bin,zimmerman,9,14,7,jackson,1,17,copd,abuse,olympic,sox,olympics,15,17,16,9,17,allegations,abuse,martin,cholesterol,sexual,sexual,bowl,tiger,2,bin,cbs,0,2,1,lanes,sox,cholesterol,cheese,bin,sandusky,nfl,laden,jury,allegations,jackson,advair,gulf
12,4,22,0,26,1,penn,film,earnings,trading,gay,marriage,27,2,5,haiti,29,3,lincoln,abc,russia,israel,regime,8,17,12,12,11,witness,investors,erin,supreme,stocks,earthquake,syria,egypt,2,ship,character,5,4,5,penn,bathroom,erin,warmer,witness,passengers,bathroom,religion,religious,warmer,fed,kennedy,tavis
9,18,10,10,23,1,laden,jenna,arthritis,chantix,wedding,island,3,27,9,flooding,2,29,jon,flood,delicious,calories,wedding,9,5,4,4,13,island,bleeding,tornado,flood,cialis,abc,nbc,fiber,2,hurricane,aarp,1,4,0,laden,prosecutors,wedding,por,abc,tornado,prosecutors,hurricane,flooding,por,celebrex,martha,supplement
14,14,24,14,24,0,pakistan,korea,nsaids,lou,neil,lou,23,11,1,korea,3,6,libya,taliban,democracy,pakistan,nuclear,14,9,18,3,10,pakistan,healthcare,obamacare,southbound,obamacare,resolution,libya,korea,5,libya,color,0,2,0,color,democracy,southbound,nsaids,resolution,nuclear,taliban,healthcare,irs,irs,neil,nuclear,taliban
9,10,4,2,18,3,flood,flooding,jon,erin,kennedy,lincoln,5,3,7,zimmerman,22,5,hurricane,martin,calories,auto,wedding,12,9,18,12,16,jury,aarp,prescription,character,jenna,por,delicious,fiber,4,bin,island,5,1,0,gwen,auto,prescription,erin,por,laden,nbc,tavis,film,martha,supplement,gwen,tornado
4,19,23,25,10,3,thi,occur,flooding,appropriate,cialis,chantix,15,28,5,rick,0,16,tha,iowa,tavis,tree,kennedy,12,19,9,16,11,santorum,tornado,piers,arthritis,island,newt,film,character,1,harry,thh,5,1,1,occur,tree,piers,appropriate,harry,gingrich,lincoln,celebrex,bleeding,flood,hurricane,tte,melissa
9,14,22,6,23,4,nuclear,identity,celebrex,border,supreme,marriage,21,14,29,guest,18,13,korea,caller,calories,nbc,facts,1,10,12,6,18,climate,chantix,religion,religious,cialis,chinese,fiber,wedding,1,ambassador,libya,4,1,1,identity,facts,penn,border,ambassador,teachers,delicious,gay,penn,bleeding,arthritis,pakistan,taliban
24,8,13,10,6,1,tiger,bowl,teachers,caller,voter,voting,10,20,23,hurricane,0,22,pilots,theater,obamacare,neil,irs,13,17,2,10,8,tornado,climate,celebrex,liberal,roads,flooding,healthcare,lou,0,flood,nfl,5,0,4,pilots,pbs,celebrex,roads,theater,island,pbs,sarah,palin,guest,chinese,olympics,olympic
20,4,22,3,25,2,lincoln,kennedy,rick,santorum,ryan,supreme,27,18,13,kitchen,22,11,film,color,background,guns,veterans,12,19,10,7,2,que,gingrich,gay,marriage,newt,bret,tempore,pope,5,gonna,newshour,1,3,0,newshour,tempore,ryan,commute,bret,las,mental,religious,religion,iowa,commute,character,tavis
20,18,6,26,0,5,aarp,cloudy,earthquake,haiti,guest,teachers,19,27,9,cloudy,27,9,jon,investors,background,mental,pope,18,19,5,19,19,stocks,abt,chicken,chinese,ship,fed,veterans,dress,1,trading,martha,5,5,3,cloudy,dress,chicken,abt,cloudy,earnings,guns,caller,climate,passengers,abc,jenna,supplement
9,17,28,6,23,2,giants,score,nations,bleeding,ryan,boehner,12,5,26,teachers,9,5,nbc,climate,wedding,delicious,calories,19,19,11,14,7,guest,celebrex,fiscal,housing,cialis,sanjay,boston,nbc,3,chinese,league,0,2,0,matt,boston,housing,nations,sanjay,caller,fiber,compromise,ceiling,arthritis,chantix,baseball,matt
23,11,11,2,9,4,tempore,dow,fiber,wedding,yield,gentleman,14,17,25,martin,26,12,amendment,jury,chantix,arthritis,ukraine,4,19,3,6,12,zimmerman,nbc,chair,tempore,taliban,animal,bleeding,cialis,1,laden,chair,3,0,0,dow,ukraine,iowa,taliban,animal,bin,celebrex,iowa,amendment,delicious,calories,yield,gentleman
18,18,26,6,3,1,martha,aarp,color,iowa,investors,stocks,25,27,17,teachers,14,8,supplement,climate,aarp,jenna,jon,3,8,18,0,12,chinese,kitchen,fed,earnings,gonna,warmer,martha,supplement,4,guest,jon,3,1,0,nuclear,basketball,miami,iowa,warmer,caller,basketball,miami,trading,las,que,nuclear,jenna
20,9,22,7,10,4,fiber,delicious,tornado,island,supreme,gay,17,20,17,cbs,28,23,nbc,copd,guns,pope,reactions,12,9,19,8,11,advair,hurricane,religious,religion,flooding,gulf,mental,veterans,3,spill,wedding,3,4,2,trillion,reactions,animal,thunderstorms,colorado,colorado,background,animal,marriage,thunderstorms,flood,calories,trillion
18,5,18,12,21,2,wolf,cymbalta,border,fbi,aarp,jenna,23,0,21,regime,22,7,anderson,syria,jon,jenna,supplement,9,14,19,15,7,airline,swelling,plot,supplement,qaeda,russia,medicines,aarp,5,egypt,constitution,5,5,5,constitution,medicines,plot,swelling,airline,israel,martha,jon,martha,immigration,terrorist,enbrel,cnn
25,18,21,17,5,5,jon,martha,cnn,cymbalta,cooler,qaeda,4,15,27,baseball,6,16,jenna,nbc,rick,newt,iowa,11,1,7,17,15,authority,enbrel,border,fbi,wolf,score,gingrich,deals,4,giants,aarp,1,4,5,institute,deals,cooler,culture,authority,league,santorum,immigration,terrorist,culture,anderson,institute,supplement
19,13,5,6,15,0,warmer,voter,supreme,lifelock,enbrel,anderson,18,10,19,chinese,27,18,sarah,guest,kit,tha,tte,5,18,10,8,11,climate,commission,cymbalta,wolf,testimony,teachers,melissa,thi,2,caller,palin,3,1,2,warmer,kit,whe,lifelock,katrina,katrina,thh,whe,cnn,authority,agencies,voting,liberal
28,14,27,16,8,2,taliban,libya,nfl,consumer,jon,fog,15,27,18,shopping,18,20,korea,thanksgiving,ryan,boehner,compromise,11,11,0,1,17,christmas,olympic,santa,ktvu,olympics,skies,theater,ceiling,3,flu,nuclear,1,1,0,martha,theater,jon,consumer,skies,holiday,fiscal,jose,oakland,tiger,bowl,pakistan,martha
22,4,28,9,24,0,character,film,neil,gift,boehner,compromise,16,8,25,olympic,27,12,tavis,fiber,opposition,religious,religion,9,2,2,19,6,calories,lou,ryan,newt,obamacare,wedding,gay,supreme,4,delicious,kennedy,0,1,3,cloudy,opposition,newt,gift,olympic,nbc,marriage,fiscal,ceiling,irs,healthcare,cloudy,lincoln
29,10,21,25,22,2,flights,hurricane,ban,marriage,terrorist,border,20,12,5,iowa,0,14,flood,gingrich,jackson,abuse,sexual,15,7,5,19,4,newt,supreme,qaeda,infections,religion,assad,taliban,sandusky,2,santorum,flooding,0,2,0,flights,taliban,infections,ban,assad,rick,allegations,fbi,immigration,gay,religious,island,tornado
6,21,21,8,12,3,qaeda,london,regime,israel,immigration,fbi,17,17,16,tiger,8,24,terrorist,bowl,guest,charles,climate,7,17,7,14,9,olympic,yards,border,qaeda,syria,nfl,caller,teachers,1,olympics,border,3,5,2,london,charles,stores,yards,sox,sox,chinese,stores,terrorist,russia,egypt,fbi,immigration
0,4,22,19,20,4,kennedy,character,mental,veterans,marriage,supreme,29,23,14,tte,19,21,film,melissa,abc,earthquake,terror,8,19,3,19,6,tha,pope,religious,gay,murray,thi,passengers,ship,3,motion,tavis,4,0,1,wee,terror,korea,murray,motion,thh,haiti,religion,korea,guns,background,lincoln,wee
12,24,17,20,17,2,irs,neil,baseball,league,jesus,giants,0,11,22,guns,6,4,lou,purpose,syria,egypt,russia,12,13,9,13,6,pope,giants,nbc,score,nbc,mental,audience,regime,3,veterans,obamacare,1,4,4,innovation,audience,jesus,port,purpose,background,israel,baseball,league,port,score,healthcare,innovation
2,25,26,8,22,3,heartburn,gingrich,religion,marriage,stocks,earnings,6,1,25,olympics,7,5,newt,nfl,bin,cymbalta,jury,11,11,14,19,2,tiger,religious,fed,investors,gay,thunderstorms,zimmerman,martin,2,bowl,rick,3,3,0,heartburn,cymbalta,michigan,infrastructure,thunderstorms,olympic,laden,michigan,trading,supreme,infrastructure,iowa,santorum
22,13,15,17,7,0,sarah,voter,copd,opportunities,authority,supreme,6,23,12,nbc,20,21,voting,baseball,enforcement,religion,religious,6,10,4,15,7,league,spill,commission,agencies,advair,giants,supreme,marriage,5,prostate,ban,4,1,1,ban,enforcement,regime,opportunities,prostate,score,gay,testimony,regime,cbs,gulf,palin,liberal
26,19,3,3,8,1,thh,tha,nfl,carol,gonna,nfl,5,23,8,gonna,23,3,melissa,headache,earnings,fed,stocks,8,16,4,11,12,las,tiger,color,kitchen,olympics,que,investors,trading,4,kitchen,tte,2,1,4,reactions,bedroom,nfl,carol,headache,color,bedroom,que,las,bowl,olympic,reactions,thi
12,10,11,29,27,1,tornado,flooding,oakland,hat,amendment,chair,19,17,6,brian,6,29,hurricane,allegations,syria,regime,russia,9,11,15,3,14,abuse,fog,yield,tempore,jose,sexual,israel,egypt,3,sandusky,flood,4,1,3,climate,boys,india,hat,brian,jackson,boys,gentleman,india,santa,ktvu,island,climate
1,16,3,3,23,2,holiday,shopping,cialis,chantix,religion,las,15,21,22,kitchen,7,27,flu,que,baltimore,beltway,metro,9,12,3,3,11,gonna,consumers,que,kitchen,celebrex,color,skies,cloudy,3,bomb,christmas,1,5,1,spill,skies,religion,consumers,bomb,las,avenue,color,gonna,arthritis,bleeding,thanksgiving,spill
1,4,3,7,8,2,exchanges,lincoln,olympic,loop,color,kitchen,1,19,19,advair,24,8,kennedy,gulf,avenue,cloudy,metro,8,9,15,19,15,spill,olympics,gonna,aut,nfl,cbs,tournament,baltimore,2,hat,character,0,1,1,exchanges,tournament,aut,loop,hat,copd,beltway,las,que,tiger,bowl,film,tavis
7,14,5,14,21,2,libya,korea,commission,border,gold,cymbalta,15,29,26,nuclear,10,8,nuclear,taliban,copd,advair,gulf,2,17,12,14,4,pakistan,fbi,wolf,cnn,terrorist,libya,nfl,spill,3,korea,taliban,1,2,2,warnings,nfl,gold,commission,allegedly,allegedly,cbs,enbrel,anderson,qaeda,immigration,pakistan,warnings
1,25,26,6,14,5,iowa,gingrich,korea,libya,trading,stocks,16,29,16,climate,28,22,rick,teachers,baltimore,metro,cloudy,3,13,18,13,15,prosecutors,nuclear,earnings,virus,thanksgiving,chinese,beltway,constitution,4,caller,santorum,0,0,5,recession,constitution,virus,thanksgiving,prosecutors,guest,avenue,investors,fed,taliban,pakistan,recession,newt
26,28,24,16,27,5,inning,ryan,fog,santa,irs,lou,21,23,29,thanksgiving,17,14,boehner,shopping,fed,trading,stocks,14,16,11,5,16,christmas,oakland,scandal,neil,ktvu,headache,investors,sanctions,2,holiday,compromise,5,3,0,inning,sanctions,scandal,yemen,headache,flu,earnings,obamacare,healthcare,jose,yemen,ceiling,fiscal
24,26,1,0,18,0,stocks,asthma,martha,jenna,beltway,baltimore,23,19,10,ship,7,12,trading,earthquake,syrian,lou,neil,5,15,15,17,5,haiti,aarp,cloudy,trees,jon,abc,irs,obamacare,1,aut,earnings,0,4,1,asthma,syrian,trees,stomach,aut,passengers,healthcare,avenue,metro,stomach,supplement,investors,fed
9,5,8,29,23,2,anderson,enbrel,cialis,basketball,olympic,nfl,8,25,4,nominee,12,18,wolf,sandusky,fiber,wedding,calories,12,11,10,3,5,sexual,arthritis,olympics,tiger,bleeding,jackson,lifelock,delicious,5,abuse,russia,3,1,3,russia,lifelock,johnson,basketball,nominee,allegations,nbc,johnson,bowl,chantix,celebrex,cnn,cymbalta
12,13,15,7,26,0,sarah,voter,fed,stocks,authority,aut,17,16,19,gulf,29,9,palin,vaccine,dress,regime,russia,10,8,15,3,19,cbs,pitch,commission,agencies,investors,copd,israel,egypt,3,advair,liberal,2,5,4,sandusky,dress,aut,pitch,vaccine,spill,syria,testimony,supreme,trading,earnings,voting,sandusky
12,21,11,17,26,3,fbi,qaeda,jury,fed,yield,gentleman,2,5,13,cnnw,25,5,border,giants,egypt,erin,russia,0,17,9,10,12,nbc,stocks,biden,amendment,earnings,league,syria,regime,4,baseball,immigration,5,2,3,bachmann,erin,biden,jury,cnnw,score,israel,tempore,chair,investors,trading,bachmann,terrorist
0,22,19,8,9,5,religion,supreme,nbc,delicious,melissa,thh,3,3,17,paint,0,5,marriage,olympics,earthquake,ship,haiti,19,15,2,8,13,nfl,calories,tte,tha,wedding,olympic,passengers,christine,5,tiger,airlines,4,4,3,airlines,christine,league,stains,paint,bowl,abc,thi,league,stains,fiber,gay,religious
7,22,11,12,6,4,religious,gay,caller,chinese,gentleman,tempore,19,16,12,syria,26,27,supreme,egypt,advair,gulf,inland,7,2,14,4,6,regime,guest,protesters,chair,teachers,israel,copd,cbs,5,russia,earnings,5,4,2,earnings,inland,protesters,ere,flu,flu,spill,amendment,yield,ere,climate,marriage,religion
9,16,0,13,9,2,thanksgiving,holiday,fiber,calories,ship,earthquake,4,21,27,enforcement,17,0,christmas,voter,wedding,nbc,calories,6,7,13,16,3,palin,nbc,abc,passengers,wedding,sarah,passengers,delicious,5,voting,player,3,4,3,player,passengers,highway,audience,enforcement,liberal,fiber,highway,haiti,audience,delicious,flu,shopping
7,7,23,0,27,0,cbs,humidity,jose,santa,nsa,celebrex,19,18,22,abc,1,0,spill,passengers,ship,copd,cbs,4,15,13,16,1,earthquake,thi,bleeding,cialis,fog,endorsed,advair,gulf,1,ship,copd,1,5,0,humidity,ship,nsa,thi,endorsed,haiti,spill,chantix,arthritis,ktvu,oakland,advair,gulf
28,0,22,18,0,1,abc,limit,haiti,nra,las,supreme,20,0,3,jon,28,16,haiti,jenna,ceiling,fiscal,boehner,14,2,4,18,19,haiti,ship,marriage,religion,abc,aarp,compromise,ryan,1,supplement,earthquake,1,1,5,limit,toys,las,nra,haiti,martha,toys,gay,religious,passengers,earthquake,passengers,ship
22,3,7,1,12,4,las,gonna,regime,fly,gulf,copd,0,13,25,metro,0,3,abc,wing,religion,supreme,hoveround,18,19,12,0,5,avenue,syria,nomination,spill,egypt,cloudy,religious,gay,0,baltimore,que,5,1,4,abc,hoveround,nomination,fly,wing,beltway,marriage,cbs,advair,israel,russia,color,kitchen
0,1,8,21,9,3,baltimore,cloudy,wedding,metro,olympic,bowl,1,10,7,terrorist,11,26,avenue,border,haiti,european,passengers,2,15,18,3,15,immigration,delicious,nfl,tiger,nbc,fbi,ship,earthquake,5,qaeda,yield,4,1,2,yield,european,prescription,metro,trees,trees,abc,olympics,prescription,fiber,calories,beltway,metro
11,26,28,0,5,2,resolution,stocks,wolf,cnn,boehner,ryan,12,19,25,abc,11,23,earnings,passengers,amendment,chair,yield,0,2,1,9,8,thh,syria,ceiling,compromise,enbrel,ship,aspirin,tempore,2,earthquake,trading,3,5,5,resolution,aspirin,rick,syria,thh,haiti,gentleman,rick,fiscal,cymbalta,anderson,investors,fed
16,18,0,18,0,4,stadium,jenna,passengers,abc,haiti,ship,12,28,17,aarp,8,4,aarp,limit,holiday,flu,funny,13,18,13,18,18,jon,haiti,yankees,earthquake,earthquake,supplement,thanksgiving,christmas,2,martha,martha,5,4,4,stadium,funny,yankees,israeli,limit,jenna,shopping,passengers,abc,israeli,ship,supplement,jon
